ORIGIN,Description,N/A(PCT_ONTIME_DEP),Year
GUM,"Guam, TT: Guam International",75.41,2011
HDN,"Hayden, CO: Yampa Valley",84.43,2011
HLN,"Helena, MT: Helena Regional",91.76,2011
HNL,"Honolulu, HI: Daniel K Inouye International",91.19,2011
HOB,"Hobbs, NM: Lea County Regional",87.34,2011
HOU,"Houston, TX: William P Hobby",73.62,2011
HPN,"White Plains, NY: Westchester County",77.27,2011
HRL,"Harlingen/San Benito, TX: Valley International",85.05,2011
HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",83.3,2011
IAD,"Washington, DC: Washington Dulles International",79.81,2011
IAH,"Houston, TX: George Bush Intercontinental/Houston",81.84,2011
ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",81.58,2011
IDA,"Idaho Falls, ID: Idaho Falls Regional",90.71,2011
ILM,"Wilmington, NC: Wilmington International",82.71,2011
IND,"Indianapolis, IN: Indianapolis International",82.18,2011
IPL,"El Centro, CA: Imperial County",87.24,2011
ISP,"Islip, NY: Long Island MacArthur",85.01,2011
ITO,"Hilo, HI: Hilo International",92.86,2011
IYK,"Inyokern, CA: Inyokern Airport",91.15,2011
JAC,"Jackson, WY: Jackson Hole",85.59,2011
JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",81.73,2011
JAX,"Jacksonville, FL: Jacksonville International",84.26,2011
JFK,"New York, NY: John F. Kennedy International",77.51,2011
JNU,"Juneau, AK: Juneau International",86.06,2011
KOA,"Kona, HI: Ellison Onizuka Kona International at Keahole",92.93,2011
KTN,"Ketchikan, AK: Ketchikan International",87.29,2011
LAN,"Lansing, MI: Capital Region International",74.65,2011
LAS,"Las Vegas, NV: McCarran International",80.35,2011
LAX,"Los Angeles, CA: Los Angeles International",81.89,2011
LBB,"Lubbock, TX: Lubbock Preston Smith International",84.3,2011
LCH,"Lake Charles, LA: Lake Charles Regional",89.0,2011
LEX,"Lexington, KY: Blue Grass",81.99,2011
LFT,"Lafayette, LA: Lafayette Regional Paul Fournet Field",83.97,2011
LGA,"New York, NY: LaGuardia",79.37,2011
LGB,"Long Beach, CA: Long Beach Airport",85.04,2011
LIH,"Lihue, HI: Lihue Airport",92.39,2011
LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",81.44,2011
LMT,"Klamath Falls, OR: Crater Lake Klamath Regional",87.65,2011
LNK,"Lincoln, NE: Lincoln Airport",78.99,2011
LRD,"Laredo, TX: Laredo International",86.6,2011
LSE,"La Crosse, WI: La Crosse Regional",87.96,2011
LWB,"Lewisburg, WV: Greenbrier Valley",77.81,2011
LWS,"Lewiston, ID: Lewiston Nez Perce County",94.21,2011
LYH,"Lynchburg, VA: Lynchburg Regional/Preston Glenn Field",60.0,2011
MAF,"Midland/Odessa, TX: Midland International Air and Space Port",83.67,2011
MBS,"Saginaw/Bay City/Midland, MI: MBS International",74.26,2011
MCI,"Kansas City, MO: Kansas City International",80.98,2011
MCO,"Orlando, FL: Orlando International",81.61,2011
MDT,"Harrisburg, PA: Harrisburg International",81.58,2011
MDW,"Chicago, IL: Chicago Midway International",73.84,2011
MEI,"Meridian, MS: Key Field",81.62,2011
MEM,"Memphis, TN: Memphis International",83.52,2011
MFE,"Mission/McAllen/Edinburg, TX: McAllen Miller International",86.47,2011
MFR,"Medford, OR: Rogue Valley International - Medford",73.85,2011
MGM,"Montgomery, AL: Montgomery Regional",81.03,2011
MHK,"Manhattan/Ft. Riley, KS: Manhattan Regional",80.63,2011
MHT,"Manchester, NH: Manchester-Boston Regional",83.04,2011
MIA,"Miami, FL: Miami International",76.67,2011
MKE,"Milwaukee, WI: General Mitchell International",82.65,2011
MKG,"Muskegon, MI: Muskegon County",74.97,2011
MLB,"Melbourne, FL: Melbourne International",83.3,2011
MLI,"Moline, IL: Quad City International",77.69,2011
MLU,"Monroe, LA: Monroe Regional",81.34,2011
MMH,"Mammoth Lakes, CA: Mammoth Lakes Airport",56.55,2011
MOB,"Mobile, AL: Mobile Regional",82.68,2011
MOD,"Modesto, CA: Modesto City-County-Harry Sham Field",69.88,2011
MOT,"Minot, ND: Minot International",82.34,2011
MQT,"Marquette, MI: Sawyer International",82.09,2011
MRY,"Monterey, CA: Monterey Regional",79.69,2011
MSN,"Madison, WI: Dane County Regional-Truax Field",81.18,2011
MSO,"Missoula, MT: Missoula International",88.77,2011
MSP,"Minneapolis, MN: Minneapolis-St Paul International",83.91,2011
MSY,"New Orleans, LA: Louis Armstrong New Orleans International",83.93,2011
MTJ,"Montrose/Delta, CO: Montrose Regional",80.69,2011
MVY,"Martha's Vineyard, MA: Martha's Vineyard Airport",62.63,2011
MYR,"Myrtle Beach, SC: Myrtle Beach International",80.62,2011
OAJ,"Jacksonville/Camp Lejeune, NC: Albert J Ellis",79.16,2011
OAK,"Oakland, CA: Metropolitan Oakland International",81.41,2011
OGG,"Kahului, HI: Kahului Airport",92.36,2011
OKC,"Oklahoma City, OK: Will Rogers World",82.54,2011
OMA,"Omaha, NE: Eppley Airfield",83.82,2011
OME,"Nome, AK: Nome Airport",77.98,2011
ONT,"Ontario, CA: Ontario International",85.63,2011
ORD,"Chicago, IL: Chicago O'Hare International",74.4,2011
ORF,"Norfolk, VA: Norfolk International",83.89,2011
OTH,"North Bend/Coos Bay, OR: Southwest Oregon Regional",62.03,2011
OTZ,"Kotzebue, AK: Ralph Wien Memorial",77.19,2011
PAH,"Paducah, KY: Barkley Regional",83.45,2011
PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",82.53,2011
PDX,"Portland, OR: Portland International",87.78,2011
PHF,"Newport News/Williamsburg, VA: Newport News/Williamsburg International",84.62,2011
PHL,"Philadelphia, PA: Philadelphia International",78.99,2011
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",82.79,2011
PIA,"Peoria, IL: General Downing - Peoria International",81.93,2011
PIE,"St. Petersburg, FL: St Pete Clearwater International",78.48,2011
PIH,"Pocatello, ID: Pocatello Regional",94.25,2011
PIT,"Pittsburgh, PA: Pittsburgh International",83.15,2011
PNS,"Pensacola, FL: Pensacola International",84.74,2011
PSC,"Pasco/Kennewick/Richland, WA: Tri Cities",91.22,2011
PSE,"Ponce, PR: Mercedita",84.95,2011
PSG,"Petersburg, AK: Petersburg James A Johnson",79.92,2011
PSP,"Palm Springs, CA: Palm Springs International",83.01,2011
PVD,"Providence, RI: Theodore Francis Green State",82.22,2011
PWM,"Portland, ME: Portland International Jetport",82.83,2011
RAP,"Rapid City, SD: Rapid City Regional",83.26,2011
RDD,"Redding, CA: Redding Municipal",74.56,2011
RDM,"Bend/Redmond, OR: Roberts Field",86.42,2011
RDU,"Raleigh/Durham, NC: Raleigh-Durham International",82.48,2011
RFD,"Rockford, IL: Chicago/Rockford International",83.33,2011
RIC,"Richmond, VA: Richmond International",83.4,2011
RKS,"Rock Springs, WY: Southwest Wyoming Regional",85.7,2011
RNO,"Reno, NV: Reno/Tahoe International",84.41,2011
ROA,"Roanoke, VA: Roanoke Blacksburg Regional Woodrum Field",74.63,2011
ROC,"Rochester, NY: Greater Rochester International",82.85,2011
ROW,"Roswell, NM: Roswell International Air Center",86.55,2011
RST,"Rochester, MN: Rochester International",80.8,2011
RSW,"Fort Myers, FL: Southwest Florida International",83.93,2011
SAF,"Santa Fe, NM: Santa Fe Municipal",82.85,2011
SAN,"San Diego, CA: San Diego International",82.7,2011
SAT,"San Antonio, TX: San Antonio International",84.99,2011
SAV,"Savannah, GA: Savannah/Hilton Head International",80.61,2011
SBA,"Santa Barbara, CA: Santa Barbara Municipal",80.53,2011
SBN,"South Bend, IN: South Bend International",76.44,2011
SBP,"San Luis Obispo, CA: San Luis County Regional",80.05,2011
SCC,"Deadhorse, AK: Deadhorse Airport",87.05,2011
SCE,"State College, PA: University Park",0.0,2011
SDF,"Louisville, KY: Louisville Muhammad Ali International",82.93,2011
SEA,"Seattle, WA: Seattle/Tacoma International",87.98,2011
SFO,"San Francisco, CA: San Francisco International",76.28,2011
SGF,"Springfield, MO: Springfield-Branson National",81.61,2011
SGU,"St. George, UT: St George Regional",85.21,2011
SHV,"Shreveport, LA: Shreveport Regional",83.55,2011
SIT,"Sitka, AK: Sitka Rocky Gutierrez",87.12,2011
SJC,"San Jose, CA: Norman Y. Mineta San Jose International",84.61,2011
SJU,"San Juan, PR: Luis Munoz Marin International",78.46,2011
SLC,"Salt Lake City, UT: Salt Lake City International",87.8,2011
SMF,"Sacramento, CA: Sacramento International",83.22,2011
SMX,"Santa Maria, CA: Santa Maria Public/Capt. G. Allan Hancock Field",87.56,2011
SNA,"Santa Ana, CA: John Wayne Airport-Orange County",84.97,2011
SPI,"Springfield, IL: Abraham Lincoln Capital",80.03,2011
SPN,"Saipan, TT: Francisco C. Ada Saipan International",80.0,2011
SPS,"Wichita Falls, TX: Sheppard AFB/Wichita Falls Municipal",79.07,2011
SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",85.32,2011
STL,"St. Louis, MO: St Louis Lambert International",78.39,2011
STT,"Charlotte Amalie, VI: Cyril E King",84.19,2011
STX,"Christiansted, VI: Henry E. Rohlsen",78.96,2011
SUN,"Sun Valley/Hailey/Ketchum, ID: Friedman Memorial",83.75,2011
SWF,"Newburgh/Poughkeepsie, NY: New York Stewart International",77.99,2011
SYR,"Syracuse, NY: Syracuse Hancock International",80.02,2011
TEX,"Telluride, CO: Telluride Regional",78.26,2011
TLH,"Tallahassee, FL: Tallahassee International",79.02,2011
TOL,"Toledo, OH: Toledo Express",75.71,2011
TPA,"Tampa, FL: Tampa International",84.35,2011
TRI,"Bristol/Johnson City/Kingsport, TN: Tri Cities",81.88,2011
TUL,"Tulsa, OK: Tulsa International",82.31,2011
TUP,"Tupelo, MS: Tupelo Regional",100.0,2011
TUS,"Tucson, AZ: Tucson International",86.54,2011
TVC,"Traverse City, MI: Cherry Capital",75.57,2011
TWF,"Twin Falls, ID: Joslin Field - Magic Valley Regional",93.03,2011
TXK,"Texarkana, AR: Texarkana Regional-Webb Field",87.05,2011
TYR,"Tyler, TX: Tyler Pounds Regional",84.71,2011
TYS,"Knoxville, TN: McGhee Tyson",80.88,2011
UTM,"Tunica, MS: Tunica Municipal",82.86,2011
VLD,"Valdosta, GA: Valdosta Regional",80.04,2011
VPS,"Valparaiso, FL: Eglin AFB Destin Fort Walton Beach",77.76,2011
WRG,"Wrangell, AK: Wrangell Airport",83.82,2011
WYS,"West Yellowstone, MT: Yellowstone",97.1,2011
XNA,"Fayetteville, AR: Northwest Arkansas Regional",79.01,2011
YAK,"Yakutat, AK: Yakutat Airport",88.38,2011
YUM,"Yuma, AZ: Yuma MCAS/Yuma International",88.28,2011
ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",84.93,2012
ABI,"Abilene, TX: Abilene Regional",89.3,2012
ABQ,"Albuquerque, NM: Albuquerque International Sunport",84.8,2012
ABR,"Aberdeen, SD: Aberdeen Regional",92.48,2012
ABY,"Albany, GA: Southwest Georgia Regional",85.49,2012
ACK,"Nantucket, MA: Nantucket Memorial",77.94,2012
ACT,"Waco, TX: Waco Regional",85.63,2012
ACV,"Arcata/Eureka, CA: California Redwood Coast Humboldt County",60.59,2012
ACY,"Atlantic City, NJ: Atlantic City International",100.0,2012
ADK,"Adak Island, AK: Adak",72.38,2012
ADQ,"Kodiak, AK: Kodiak Airport",77.76,2012
AEX,"Alexandria, LA: Alexandria International",83.39,2012
AGS,"Augusta, GA: Augusta Regional at Bush Field",83.58,2012
AKN,"King Salmon, AK: King Salmon Airport",84.52,2012
ALB,"Albany, NY: Albany International",83.69,2012
ALO,"Waterloo, IA: Waterloo Regional",86.64,2012
AMA,"Amarillo, TX: Rick Husband Amarillo International",85.66,2012
ANC,"Anchorage, AK: Ted Stevens Anchorage International",88.14,2012
APN,"Alpena, MI: Alpena County Regional",88.0,2012
ART,"Watertown, NY: Watertown International",84.35,2012
ASE,"Aspen, CO: Aspen Pitkin County Sardy Field",80.43,2012
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",83.9,2012
ATW,"Appleton, WI: Appleton International",84.35,2012
AUS,"Austin, TX: Austin - Bergstrom International",84.66,2012
AVL,"Asheville, NC: Asheville Regional",82.28,2012
AVP,"Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International",82.09,2012
AZA,"Phoenix, AZ: Phoenix - Mesa Gateway",85.11,2012
AZO,"Kalamazoo, MI: Kalamazoo/Battle Creek International",90.19,2012
BDL,"Hartford, CT: Bradley International",85.55,2012
BET,"Bethel, AK: Bethel Airport",83.49,2012
BFL,"Bakersfield, CA: Meadows Field",80.96,2012
BGR,"Bangor, ME: Bangor International",84.55,2012
BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",84.61,2012
BIL,"Billings, MT: Billings Logan International",91.17,2012
BIS,"Bismarck/Mandan, ND: Bismarck Municipal",86.96,2012
BJI,"Bemidji, MN: Bemidji Regional",92.13,2012
BKG,"Branson, MO: Branson Airport",88.58,2012
BLI,"Bellingham, WA: Bellingham International",90.74,2012
BMI,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",87.48,2012
BNA,"Nashville, TN: Nashville International",83.06,2012
BOI,"Boise, ID: Boise Air Terminal",85.91,2012
BOS,"Boston, MA: Logan International",84.03,2012
BPT,"Beaumont/Port Arthur, TX: Jack Brooks Regional",80.0,2012
BQK,"Brunswick, GA: Brunswick Golden Isles",87.67,2012
BQN,"Aguadilla, PR: Rafael Hernandez",85.22,2012
BRD,"Brainerd, MN: Brainerd Lakes Regional",90.74,2012
BRO,"Brownsville, TX: Brownsville South Padre Island International",84.24,2012
BRW,"Barrow, AK: Wiley Post/Will Rogers Memorial",81.93,2012
BTM,"Butte, MT: Bert Mooney",92.76,2012
BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",79.88,2012
BTV,"Burlington, VT: Burlington International",75.95,2012
BUF,"Buffalo, NY: Buffalo Niagara International",84.07,2012
BUR,"Burbank, CA: Bob Hope",87.03,2012
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",77.74,2012
BZN,"Bozeman, MT: Bozeman Yellowstone International",89.69,2012
CAE,"Columbia, SC: Columbia Metropolitan",81.43,2012
CAK,"Akron, OH: Akron-Canton Regional",87.46,2012
CDC,"Cedar City, UT: Cedar City Regional",93.21,2012
CDV,"Cordova, AK: Merle K Mudhole Smith",87.15,2012
CEC,"Crescent City, CA: Jack McNamara Field",48.42,2012
CHA,"Chattanooga, TN: Lovell Field",84.63,2012
CHO,"Charlottesville, VA: Charlottesville Albemarle",85.03,2012
CHS,"Charleston, SC: Charleston AFB/International",83.34,2012
CIC,"Chico, CA: Chico Municipal",65.81,2012
CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",83.56,2012
CLD,"Carlsbad, CA: McClellan-Palomar",83.29,2012
CLE,"Cleveland, OH: Cleveland-Hopkins International",83.71,2012
CLL,"College Station/Bryan, TX: Easterwood Field",86.59,2012
CLT,"Charlotte, NC: Charlotte Douglas International",86.73,2012
CMH,"Columbus, OH: John Glenn Columbus International",84.78,2012
CMI,"Champaign/Urbana, IL: University of Illinois/Willard",86.13,2012
CMX,"Hancock/Houghton, MI: Houghton County Memorial",82.18,2012
COD,"Cody, WY: Yellowstone Regional",87.17,2012
COS,"Colorado Springs, CO: City of Colorado Springs Municipal",85.25,2012
COU,"Columbia, MO: Columbia Regional",82.55,2012
CPR,"Casper, WY: Casper/Natrona County International",91.64,2012
CRP,"Corpus Christi, TX: Corpus Christi International",84.32,2012
CRW,"Charleston/Dunbar, WV: Yeager",79.14,2012
CSG,"Columbus, GA: Columbus Airport",84.21,2012
CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",84.31,2012
CWA,"Mosinee, WI: Central Wisconsin",77.53,2012
CYS,"Cheyenne, WY: Cheyenne Regional/Jerry Olson Field",86.02,2012
DAB,"Daytona Beach, FL: Daytona Beach International",90.85,2012
DAL,"Dallas, TX: Dallas Love Field",81.31,2012
DAY,"Dayton, OH: James M Cox/Dayton International",84.4,2012
DBQ,"Dubuque, IA: Dubuque Regional",88.03,2012
DCA,"Washington, DC: Ronald Reagan Washington National",84.4,2012
DEN,"Denver, CO: Denver International",78.76,2012
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",78.73,2012
DHN,"Dothan, AL: Dothan Regional",84.65,2012
DLG,"Dillingham, AK: Dillingham Airport",88.1,2012
DLH,"Duluth, MN: Duluth International",90.03,2012
DRO,"Durango, CO: Durango La Plata County",84.23,2012
DRT,"Del Rio, TX: Del Rio International",89.78,2012
DSM,"Des Moines, IA: Des Moines International",83.87,2012
DTW,"Detroit, MI: Detroit Metro Wayne County",84.43,2012
EAU,"Eau Claire, WI: Chippewa Valley Regional",85.19,2012
ECP,"Panama City, FL: Northwest Florida Beaches International",84.08,2012
EGE,"Eagle, CO: Eagle County Regional",85.21,2012
EKO,"Elko, NV: Elko Regional",92.41,2012
ELM,"Elmira/Corning, NY: Elmira/Corning Regional",87.5,2012
ELP,"El Paso, TX: El Paso International",85.44,2012
ESC,"Escanaba, MI: Delta County",82.82,2012
EUG,"Eugene, OR: Mahlon Sweet Field",80.39,2012
EVV,"Evansville, IN: Evansville Regional",84.65,2012
EWN,"New Bern/Morehead/Beaufort, NC: Coastal Carolina Regional",83.99,2012
EWR,"Newark, NJ: Newark Liberty International",71.21,2012
EYW,"Key West, FL: Key West International",89.49,2012
FAI,"Fairbanks, AK: Fairbanks International",88.43,2012
FAR,"Fargo, ND: Hector International",85.0,2012
FAT,"Fresno, CA: Fresno Yosemite International",82.28,2012
FAY,"Fayetteville, NC: Fayetteville Regional/Grannis Field",84.59,2012
FCA,"Kalispell, MT: Glacier Park International",93.35,2012
FLG,"Flagstaff, AZ: Flagstaff Pulliam",89.78,2012
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",82.84,2012
FNT,"Flint, MI: Bishop International",92.64,2012
FSD,"Sioux Falls, SD: Joe Foss Field",84.85,2012
FSM,"Fort Smith, AR: Fort Smith Regional",89.71,2012
FWA,"Fort Wayne, IN: Fort Wayne International",85.7,2012
GCC,"Gillette, WY: Gillette Campbell County",91.0,2012
GCK,"Garden City, KS: Garden City Regional",89.89,2012
GEG,"Spokane, WA: Spokane International",90.04,2012
GFK,"Grand Forks, ND: Grand Forks International",93.97,2012
GGG,"Longview, TX: East Texas Regional",85.16,2012
GJT,"Grand Junction, CO: Grand Junction Regional",87.57,2012
GNV,"Gainesville, FL: Gainesville Regional",84.35,2012
GPT,"Gulfport/Biloxi, MS: Gulfport-Biloxi International",80.46,2012
GRB,"Green Bay, WI: Green Bay Austin Straubel International",85.42,2012
GRI,"Grand Island, NE: Central Nebraska Regional",89.25,2012
GRK,"Killeen, TX: Robert Gray AAF",85.78,2012
GRR,"Grand Rapids, MI: Gerald R. Ford International",84.91,2012
GSO,"Greensboro/High Point, NC: Piedmont Triad International",80.93,2012
GSP,"Greer, SC: Greenville-Spartanburg International",82.77,2012
GST,"Gustavus, AK: Gustavus Airport",75.32,2012
GTF,"Great Falls, MT: Great Falls International",92.88,2012
GTR,"Columbus, MS: Golden Triangle Regional",85.42,2012
GUC,"Gunnison, CO: Gunnison-Crested Butte Regional",80.16,2012
GUM,"Guam, TT: Guam International",71.82,2012
HDN,"Hayden, CO: Yampa Valley",89.45,2012
HIB,"Hibbing, MN: Range Regional",86.85,2012
HLN,"Helena, MT: Helena Regional",93.41,2012
HNL,"Honolulu, HI: Daniel K Inouye International",90.68,2012
HOB,"Hobbs, NM: Lea County Regional",85.14,2012
HOU,"Houston, TX: William P Hobby",76.16,2012
HPN,"White Plains, NY: Westchester County",81.25,2012
HRL,"Harlingen/San Benito, TX: Valley International",86.37,2012
HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",84.49,2012
IAD,"Washington, DC: Washington Dulles International",77.68,2012
IAH,"Houston, TX: George Bush Intercontinental/Houston",77.16,2012
ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",85.79,2012
IDA,"Idaho Falls, ID: Idaho Falls Regional",92.31,2012
ILM,"Wilmington, NC: Wilmington International",88.34,2012
IMT,"Iron Mountain/Kingsfd, MI: Ford",85.71,2012
IND,"Indianapolis, IN: Indianapolis International",85.18,2012
INL,"International Falls, MN: Falls International Einarson Field",85.35,2012
IPL,"El Centro, CA: Imperial County",87.9,2012
ISN,"Williston, ND: Sloulin Field International",75.29,2012
ISP,"Islip, NY: Long Island MacArthur",84.0,2012
ITO,"Hilo, HI: Hilo International",94.23,2012
IYK,"Inyokern, CA: Inyokern Airport",90.5,2012
JAC,"Jackson, WY: Jackson Hole",85.62,2012
JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",84.18,2012
JAX,"Jacksonville, FL: Jacksonville International",85.26,2012
JFK,"New York, NY: John F. Kennedy International",81.38,2012
JLN,"Joplin, MO: Joplin Regional",86.87,2012
JNU,"Juneau, AK: Juneau International",85.58,2012
KOA,"Kona, HI: Ellison Onizuka Kona International at Keahole",91.98,2012
KTN,"Ketchikan, AK: Ketchikan International",86.31,2012
LAN,"Lansing, MI: Capital Region International",77.43,2012
LAR,"Laramie, WY: Laramie Regional",87.72,2012
LAS,"Las Vegas, NV: McCarran International",80.93,2012
LAW,"Lawton/Fort Sill, OK: Lawton-Fort Sill Regional",88.18,2012
LAX,"Los Angeles, CA: Los Angeles International",81.81,2012
LBB,"Lubbock, TX: Lubbock Preston Smith International",85.08,2012
LCH,"Lake Charles, LA: Lake Charles Regional",87.8,2012
